School,Name,Position,Class,Hometown,High School
Iowa,Grant Leeper,TE,Fr.,"Fort Wayne, Ind.",Homestead
Iowa,Kenneth Merrieweather,DL,Fr.,"Detroit, Mich.",M.L. King
Iowa,Deontae Craig,DL,Jr.,"Fort Wayne, Ind.",Culver Academies
Iowa,Jack Laughlin,LB,Fr.,"Carlisle, Iowa",Carlisle
Iowa,Max Llewellyn,DL,So.,"Urbandale, Iowa",Urbandale
Iowa,Zach  Ortwerth,TE,Fr.,"St. Louis, Mo.",University
Iowa,Ethan Hurkett,DL,Jr.,"Cedar Rapids, Iowa",Xavier
Iowa,Andrew Lentsch,TE,So.,"West Des Moines, Iowa",Dowling Catholic
Iowa,Luke Gaffney,DL,RS Fr.,"Robins, Iowa",Linn-Mar
Iowa,Asher Fahey,OL,Jr.,"Waukon, Iowa",Waukon
Iowa,Michael Myslinski,OL,So.,"Jacksonville, Fla.",Bishop Kenny
Iowa,Anterio Thompson,DL,So.,"Dubuque, Iowa",Hempstead
Iowa,Jeremiah Pittman,DL,So.,"Palatine, Ill.",St. Viator
Iowa,Maddux Borcherding-Johnson,DL,Fr.,"Norwalk, Iowa",Norwalk
Iowa,Nick DeJong,OL,Sr.,"Pella, Iowa",Pella
Iowa,Will Hubert,DL,RS Fr.,"Omaha, Neb.",Papillion-La Vista
Iowa,Kade Pieper,OL,Fr.,"Norfolk, Neb.",Catholic
Iowa,Griffin Liddle,OL,So.,"Bettendorf, Iowa",Bettendorf
Iowa,Rusty Feth,OL,Sr.,"Colerain, Ohio",Colerain
Iowa,Cael  Winter,OL,Fr.,"Waukee, Iowa",Northwest
Iowa,Leighton Jones,OL,Fr.,"Brownsburg, Ind.",Brownsburg
Iowa,Logan Jones,OL,Jr.,"Council Bluffs, Iowa",Lewis Central
Iowa,Jeremy Chaplin,OL,So.,"Waverly, Iowa",Waverly-Shell Rock
Iowa,Gennings Dunker,OL,So.,"Lena, Illinois",Lena-Winslow
Iowa,Beau Stephens,OL,So.,"Blue Springs, Mo.",Blue Springs
Iowa,Jack Dotzler,OL,RS Fr.,"Waunakee, Wis.",Waunakee
Iowa,Kale Krogh,OL,RS Fr.,"Huxley, Iowa",Ballard
Iowa,Kyson Van Vugt,OL,RS Fr.,"Sioux Center, Iowa",Western Christian
Iowa,Trevor Lauck,OL,Fr.,"Indianapolis, Ind.",Roncalli
Iowa,Cannon Leonard,OL,Fr.,"Gilman, Ill.",Iroquois West
Iowa,Tyler Elsbury,OL,Jr.,"Byron, Ill.",Byron
Iowa,Connor Colby,OL,Jr.,"Cedar Rapids, Iowa",Kennedy
Iowa,Mason Richman,OL,Jr.,"Leawood, Kan.",Blue Valley
Iowa,Daijon Parker,OL,Sr.,"Inkster, Mich.",Westland John Glenn
Iowa,Cael Vanderbush,TE,RS Fr.,"Plainfield, Ind.",Plainfield
Iowa,Johnny Pascuzzi,TE,So.,"Olathe, Kan.",Rockhurst
Iowa,Erick All,TE,Sr.,"Fairfield, Ohio",Fairfield
Iowa,Jarriett Buie,WR,Fr.,Tampa. Fla.,Jesuit
Iowa,Luke Lachey,TE,Jr.,"Columbus, Ohio",Grandview
Iowa,Logan Lee,DL,Sr.,"Orion, Ill.",Orion
Iowa,Jeff Bowie,DL,So.,"West Branch, Iowa",West Branch
Iowa,Steven Stilianos,TE,Sr.,"Hayes, Va.",Christchurch School
Iowa,Andrew Kraus,DL,RS Fr.,"Barrington, Ill.",Barrington
Iowa,Addison Ostrenga,TE,So.,"Sun Prairie, Wis.",Sun Prairie
Iowa,Hayden Large,FB,Sr.,"Hudsonville, Mich.",Unity Christian
Iowa,Nico Ragaini,WR,Sr.,"East Haven, Conn.",Notre Dame
Iowa,Brian  Allen,DE,RS Fr.,"Lake in the Hills, Ill.",St. Thomas More HS (Conn.)
Iowa,Chase Brackney,DL,Fr.,"Greenwood Village, Colo.",Cherry Creek
Iowa,Marshall Meeder,K,Sr.,"Eaton Rapids, Mich.",Eaton Rapids
Iowa,Anu Dokun,DE,Jr.,"Iowa City, Iowa",West
Iowa,Yahya Black,DL,Jr.,"Marshall, Minn.",Marshall
Iowa,Aaron Graves,DL,So.,"Dayton, Iowa",Southeast Valley
Iowa,Caden Crawford,DL,RS Fr.,"Lansing, Kan.",Lansing
Iowa,Liam Reardon,LS,Jr.,"Chicago, Ill.",Mount Carmel
Iowa,Chris Reames,DL,Sr.,"Van Meter, Iowa",Van Meter
Iowa,Ty Nissen,P,Jr.,"Carroll, Iowa",Carroll
Iowa,Noah Shannon,DL,Sr.,"Aurora, Ill.",Oswego
Nebraska,Nash Hutmacher,Defensive Lineman,Junior,"Oacoma, S.D.",Chamberlain
Nebraska,Maurice Mazzccua,Running Back,Junior,"Philadelphia, Pa.",Neuman-Goretti HS / West Chester University
Nebraska,Billy Kemp IV,Wide Receiver,Senior,"Richmond, Va.",Highland Springs HS / Virginia
Nebraska,Isaac Gifford,Defensive Back,Junior,"Lincoln, Neb.",Southeast
Nebraska,Nick Henrich,Linebacker,Junior,"Omaha, Neb.",Burke
Nebraska,Luke Reimer,Linebacker,Senior,"Ashland, Kan.",Lincoln (Neb.) North Star
Nebraska,John Bullock,Linebacker,Junior,"Omaha, Neb.",Creighton Prep
Nebraska,Quinton Newsome,Defensive Back,Senior,"Suwanee, Ga.",North Gwinnett
Nebraska,Jeff Sims,Quarterback,Junior,"Jacksonville, Fla.",Sandalwood HS / Georgia Tech
Nebraska,DeShon Singleton,Defensive Back,Junior,"Amite, La.",St. Helena / Hutchinson (Kan.) CC
Nebraska,Ty Robinson,Defensive Lineman,Junior,"Gilbert, Ariz.",Higley
Nebraska,Jimari Butler,Linebacker,Sophomore,"Mobile, Ala.",Murphy
Nebraska,Heinrich Haarberg,Quarterback,Sophomore,"Kearney, Neb.",Catholic
Nebraska,Joshua Fleeks,Wide Receiver,Senior,"Dallas, Texas",Cedar Hill HS / Baylor
Nebraska,Cameron Lenhardt,Defensive Lineman,Freshman,"Staten Island, N.Y.",IMG (Fla.) Academy
Nebraska,Omar Brown,Defensive Back,Senior,"Minneapolis, Minn.",North HS / Northern Iowa
Nebraska,Chubba Purdy,Quarterback,Sophomore,"Queen Creek, Ariz.",Perry HS / Florida State
Nebraska,Malcolm Hartzog,Defensive Back,Sophomore,"Silver Creek, Miss.",Jefferson Davis County
Nebraska,Marcus Washington,Wide Receiver,Senior,"St. Louis, Mo.",Trinity Catholic HS / Texas
Nebraska,Chief Borders,Linebacker,Sophomore,"Chicago, Ill.",Heard County (Ga.) HS / Florida
Nebraska,Rahmir Johnson,Running Back,Junior,"Harlem, New York City, N.Y.",Bergen Catholic (N.J.)
Nebraska,Tamon Lynum,Defensive Back,Sophomore,"Orlando, Fla.",Evans
Nebraska,Malachi Coleman,Wide Receiver,Freshman,"Lincoln, Neb.",Lincoln East
Nebraska,Janiran Bonner,Fullback,Redshirt Freshman,"Ellenwood, Ga.",Cedar Grove
Nebraska,Elijah Jeudy,Defensive Lineman,Sophomore,"Philadelphia, Pa.",Northeast HS / Texas A&M
Nebraska,Ty Hahn,Wide Receiver,Sophomore,"Johnson, Neb.",Johnson-Brock
Nebraska,Jack Woche,Quarterback,Redshirt Freshman,"Austin, Texas",IMG [Fla.] Academy / Ole Miss
Nebraska,Brian Buschini,Punter,Junior,"Helena, Mont.",Capital HS / Montana
Nebraska,Princewill Umanmielen,Defensive Lineman,Freshman,"Austin, Texas",Manor
Nebraska,Kaine Williams,Linebacker,Sophomore,"Marrero, La.",John Ehret HS / Alabama
Nebraska,Jaylen Lloyd,Wide Receiver,Freshman,"Omaha, Neb.",Westside
Nebraska,Luke Longval,Quarterback,Redshirt Freshman,"Sioux City, Iowa",Sioux City East / Iowa Western CC
Nebraska,Emmett Johnson,Running Back,Redshirt Freshman,"Minneapolis, Minn.",Academy of Holy Angels
Nebraska,Dwight Bootle II,Defensive Back,Freshman,"Miami, Fla.",Palmetto
Nebraska,Gabe Ervin Jr.,Running Back,Sophomore,"Buford, Ga.",Buford
Nebraska,Ashton Hausmann,Defensive Back,Sophomore,"Roca, Neb.",Norris
Nebraska,Anthony Grant,Running Back,Senior,"Buford, Ga.",Buford HS / Florida State / New Mexico Military Institute
Nebraska,Corey Collier Jr.,Defensive Back,Sophomore,"Miami, Fla.",Palmetto HS / Florida
Nebraska,Marques Buford Jr.,Defensive Back,Junior,"DeSoto, Texas",Trinity Christian School/St. Thomas More (Conn.) Prep
Nebraska,Thomas Fidone II,Tight End,Sophomore,"Council Bluffs, Iowa",Lewis Central
Nebraska,Javier Morton,Defensive Back,Junior,"Atlanta, Ga.",Stephenson HS / Garden City (Kan.) CC
Nebraska,Kenneth Williams,Running Back,Freshman,"Detroit, Mich.",Lincoln [Neb.] High
Nebraska,Koby Bretz,Defensive Back,Sophomore,"Omaha, Neb.",Westside
Nebraska,Roman Mangini,Wide Receiver,Redshirt Freshman,"Mesa, Ariz.",Desert Ridge
Nebraska,Kwinten Ives,Running Back,Freshman,"Beverly, N.J.",Palmyra
Nebraska,Ethan Nation,Defensive Back,Freshman,"Roswell, Ga.",Roswell
Nebraska,Eric Fields,Linebacker,Freshman,"Ardmore, Okla.",Ardmore
Nebraska,Randolph Kpai,Linebacker,Sophomore,"Sioux Falls, S.D.",Washington
Nebraska,Tristan Alvano,Place Kicker,Freshman,"Omaha, Neb.",Westside
Nebraska,Tommi Hill,Defensive Back,Junior,"Orlando, Fla.",Edgewater HS / Arizona State
Nebraska,Barron Miles Jr.,Wide Receiver,Sophomore,"Montreal, Quebec, Canada",Chandler (Ariz.)
Nebraska,Rahmir Stewart,Defensive Back,Freshman,"Philadelphia, Pa.",Imhotep Institute
Nebraska,Javin Wright,Linebacker,Junior,"Chandler, Ariz.",Hamilton
Nebraska,Garrett Snodgrass,Linebacker,Junior,"York, Neb.",York
Nebraska,Barret Liebentritt,Fullback,Sophomore,"Omaha, Neb.",Skutt Catholic HS / Notre Dame
Nebraska,Trevin Luben,Running Back,Sophomore,"Wahoo, Neb.",Wahoo
Nebraska,D'Andre Barnes,Defensive Back,Freshman,"Aurora, Colo.",Regis Jesuit
Nebraska,Blake Closman,Defensive Back,Sophomore,"Elkhorn, Neb.",Millard North
Nebraska,Taveon Thompson,Wide Receiver,Sophomore,"Lincoln, Neb.",Southeast
Nebraska,Phalen Sanford,Defensive Back,Senior,"Benkelman, Neb.",Dundy County-Stratton HS / Hastings College
Nebraska,Isaiah Harris,Running Back,Sophomore,"Omaha, Neb.",Millard South
Nebraska,Timmy Bleekrode,Place Kicker,Junior,"Atlanta, Ga.",Marist School / Furman
Nebraska,Cooper Wilson,Wide Receiver,Freshman,"Bonney Lake, Wash.",Bonney Lake
Nebraska,Derek Branch,Defensive Back,Sophomore,"Lincoln, Neb.",Southeast
Nebraska,Gage Wager,Punter,Freshman,"Arlington, Texas",Arlington Martin
Nebraska,Trevor Ruth,Fullback,Redshirt Freshman,"Seward, Neb.",Seward HS / Nebraska-Kearney
Nebraska,Demitrius Bell,Wide Receiver,Freshman,"Nashville, Tenn.",McGavock
Nebraska,Elliott Brown,Wide Receiver,Sophomore,"Omaha, Neb.",Elkhorn South
Nebraska,Mikai Gbayor,Linebacker,Sophomore,"Irvington, N.J.",Irvington
Nebraska,Cole Ballard,Running Back,Freshman,"Elkhorn, Neb.",Elkhorn South
Nebraska,Michael Booker III,Linebacker,Sophomore,"Grand Prairie, Texas",South Grand Prairie
Nebraska,Landon Ternus,Fullback,Freshman,"Columbus, Neb.",Lakeview
Nebraska,Luke Lindenmeyer,Tight End,Redshirt Freshman,"La Vista, Neb.",Papillion-La Vista
Nebraska,Syncere Safeeullah,Defensive Back,Freshman,"Nashville, Tenn.",IMG (Fla.) Academy
Nebraska,Braden Klover,Fullback,Sophomore,"Wymore, Neb.",Southern
Nebraska,Marco Ortiz,Long Snapper,Senior,"Richmond, Va.",Benedictine HS / Florida
Nebraska,Grant Buda,Linebacker,Sophomore,"Lincoln, Neb.",Southwest
Nebraska,John Goodwin,Tight End,Junior,"Lincoln, Neb.",Lincoln High
Nebraska,Gage Stenger,Linebacker,Redshirt Freshman,"Omaha, Neb.",Millard South
Nebraska,Caden Becker,Tight End,Redshirt Freshman,"Omaha, Neb.",Skutt Catholic / Wyoming
Nebraska,MJ Sherman,Linebacker,Junior,"Baltimore, Md.",St. John's College (D.C.) HS / Georgia
Nebraska,Cayden Echternach,Tight End,Freshman,"Bennington, Neb.",Bellevue West
Nebraska,Mason Jones,Defensive Back,Freshman,"Omaha, Neb.",Burke
Nebraska,Danny Pasko,Linebacker,Freshman,"Chicago, Ill.",Lyons Township
Nebraska,Noah Bustard,Linebacker,Freshman,"Omaha, Neb.",Elkhorn South
Nebraska,Justin Evans-Jenkins,Offensive Lineman,Redshirt Freshman,"East Orange, N.J.",Irvington
Nebraska,Dylan Rogers,Linebacker,Freshman,"Cypress, Texas",Cypress Woods
Nebraska,Jacob Bower,Linebacker,Freshman,"Rancho Santa Margarita, Calif.",Santa Margarita Catholic
Nebraska,Conor Connealy,Offensive Lineman,Freshman,"Elkhorn, Neb.",Mount Michael Benedictine
Nebraska,Bryce Benhart,Offensive Lineman,Junior,"Lakeville, Minn.",Lakeville North
Nebraska,Korver Demma,Linebacker,Freshman,"Gretna, Neb.",Gretna
Nebraska,Vincent Carroll-Jackson,Defensive Lineman,Freshman,"Harrisburg, Pa.",Central Dauphin East
Nebraska,Grant Tagge,Linebacker,Junior,"Omaha, Neb.",Westside
Nebraska,Ethan Piper,Offensive Lineman,Junior,"Norfolk, Neb.",Norfolk Catholic
Nebraska,Mason Goldman,Offensive Lineman,Freshman,"Gretna, Neb.",Gretna
Nebraska,Henry Lutovsky,Offensive Lineman,Sophomore,"Crawfordsville, Iowa",Mount Pleasant
Nebraska,Dylan Parrott,Offensive Lineman,Redshirt Freshman,"Eldridge, Iowa",North Scott
Nebraska,Sam Sledge,Offensive Lineman,Freshman,"Omaha, Neb.",Creighton Prep
Nebraska,Nouredin Nouili,Offensive Lineman,Senior,"Frankfurt, Germany",Norris HS / Colorado State
Nebraska,Teddy Prochazka,Offensive Lineman,Sophomore,"Elkhorn, Neb.",Elkhorn South
Nebraska,Ben Scott,Offensive Lineman,Junior,"Honolulu, Hawaii",St. Louis HS / Arizona State
Nebraska,Joey Mancino,Offensive Lineman,Sophomore,"Holmdel, N.J.",Holmdel
Nebraska,Turner Corcoran,Offensive Lineman,Junior,"Lawrence, Kan.",Free State
Nebraska,Keegan Menning,Offensive Lineman,Sophomore,"Fremont, Neb.",Fremont
Nebraska,Jacob Hood,Offensive Lineman,Redshirt Freshman,"Nashville, Tenn.",Hillsboro HS / Georgia
Nebraska,David Borchers,Offensive Lineman,Freshman,"Eldridge, Iowa",North Scott
Nebraska,Brock Knutson,Offensive Lineman,Freshman,"Scottsbluff, Neb.",Scottsbluff
Nebraska,Maverick Noonan,Linebacker,Freshman,"Omaha, Neb.",Elkhorn South
Nebraska,Tyler Knaak,Offensive Lineman,Redshirt Freshman,"Cottonwood Heights, Utah",Brighton HS / Utah
Nebraska,Gunnar Gottula,Offensive Lineman,Freshman,"Lincoln, Neb.",Southeast
Nebraska,Jacob Brandl,Offensive Lineman,Freshman,"Omaha, Neb.",Creighton Prep
Nebraska,Grant Seagren,Offensive Lineman,Freshman,"Oakland, Neb.",Oakland-Craig
Nebraska,Jacob Herbek,Defensive Lineman,Junior,"Grand Island, Neb.",Central Catholic
Nebraska,Brice Turner,Wide Receiver,Freshman,"Bay City, Texas",Bay City
Nebraska,Ismael Smith Flores,Tight End,Freshman,"Crowley, Texas",Arlington Martin
Nebraska,Isaiah Garcia-Castaneda,Wide Receiver,Junior,"Twentynine Palms, Calif.",Twentynine Palms HS / Saddleback College / New Mexico State
Nebraska,Jake Appleget,Tight End,Redshirt Freshman,"Lincoln, Neb.",Southeast
Nebraska,Alex Bullock,Wide Receiver,Sophomore,"Omaha, Neb.",Creighton Prep
Nebraska,Jaidyn Doss,Wide Receiver,Freshman,"Raymore, Mo.",Raymore-Peculiar
Nebraska,AJ Rollins,Defensive Lineman,Sophomore,"Omaha, Neb.",Creighton Prep
Nebraska,Jeremiah Charles,Wide Receiver,Freshman,"Arlington, Texas",Arlington Martin
Nebraska,Nate Boerkircher,Tight End,Sophomore,"Aurora, Neb.",Aurora
Nebraska,Brodie Tagaloa,Defensive Lineman,Redshirt Freshman,"Pittsburg, Calif.",De La Salle
Nebraska,Cooper Hausmann,Wide Receiver,Redshirt Freshman,"Roca, Neb.",Norris
Nebraska,Ru'Quan Buckley,Defensive Lineman,Sophomore,"Wyoming, Mich.",Godwin Heights
Nebraska,Arik Gilbert,Tight End,Sophomore,"Marietta, Ga.",Marietta HS / LSU / Georgia
Nebraska,Jacob Hohl,Punter,Junior,"Lincoln, Neb.",Southwest HS / Nebraska Wesleyan
Nebraska,James Williams,Defensive Lineman,Sophomore,"Parkville, Mo.",Park Hill South HS / Iowa Central CC
Nebraska,Sua Lefotu,Defensive Lineman,Freshman,"Bellflower, Calif.",St. John Bosco
Nebraska,Kai Wallin,Defensive Lineman,Sophomore,"Sacramento, Calif.",Jesuit HS / American River CC
Nebraska,Riley Van Poppel,Defensive Lineman,Freshman,"Argyle, Texas",Argyle
Nebraska,Spencer Pankratz,Place Kicker,Sophomore,"Highlands Ranch, Colo.",Valor Christian HS / Furman
Nebraska,Jason Maciejczak,Defensive Lineman,Freshman,"Pierre, S.D.",T.F. Riggs
Nebraska,Camden Witucki,Long Snapper,Sophomore,"Grand Blanc, Mich.",Grand Blanc Community
Nebraska,Leslie Black,Defensive Lineman,Freshman,"Statesboro, Ga.",Statesboro
Nebraska,Blaise Gunnerson,Defensive Lineman,Sophomore,"Carroll, Iowa",Kuemper Catholic
Nebraska,Will DePooter,Long Snapper,Freshman,"Omaha, Neb.",Westside
Clemson,Barrett Carter,LB,Jr.,"Suwanee, Ga.",
Clemson,Antonio Williams,WR,So.,"Irmo, S.C.",
Clemson,Will Shipley,RB,Jr.,"Weddington, N.C.",
Clemson,Andrew Mukuba,S,Jr.,"Austin, Texas",
Clemson,Cade Klubnik,QB,So.,"Austin, Texas",
Clemson,Nate Wiggins,CB,Jr.,"Atlanta, Ga.",
Clemson,Noble Johnson,WR,Fr.,"Rockwall, Texas",
Clemson,Xavier Thomas,DE,Redshirt Sr. (Graduate),"Florence, S.C.",
Clemson,Sherrod Covil Jr.,S,So.,"Chesapeake, Va.",
Clemson,Josh Sapp,TE,Redshirt Fr.,"Greenville, S.C.",
Clemson,Tyler Brown,WR,Fr.,"Greenville, S.C.",
Clemson,Sheridan Jones,CB,Sr. (Graduate),"Norfolk, Va.",
Clemson,Phil Mafah,RB,Jr.,"Loganville, Ga.",
Clemson,Justin Mascoll,DE,Redshirt Sr. (Graduate),"Snellville, Ga.",
Clemson,Adam Randall,WR,So.,"Myrtle Beach, S.C.",
Clemson,Tré Williams,DT,Redshirt Jr.,"Windsor, Conn.",
Clemson,R.J. Mickens,S,Sr.,"Southlake, Texas",
Clemson,Jake Briningstool,TE,Jr.,"Brentwood, Tenn.",
Clemson,Troy Stellato,WR,Redshirt So.,"Fort Lauderdale, Fla.",
Clemson,Jeadyn Lukus,CB,So.,"Mauldin, S.C.",
Clemson,Sage Ennis,TE,Redshirt Jr. (Graduate),"Graceville, Fla.",
Clemson,Peter Woods,DT,Fr.,"Alabaster, Ala.",
Clemson,Paul Tyson,QB,Redshirt Sr. (Graduate),"Trussville, Ala.",
Clemson,T.J. Parker,DE,Fr.,"Phenix City, Ala.",
Clemson,Brannon Spector,WR,Redshirt Sr. (Graduate),"Calhoun, Ga.",
Clemson,Tyler Davis,DT,Sr. (Graduate),"Apopka, Fla.",
Clemson,Trent Pearman,QB,Redshirt Fr.,"Clemson, S.C.",
Clemson,Shelton Lewis,CB,Fr.,"Stockbridge, Ga.",
Clemson,Ronan Hanafin,WR,Fr.,"Burlington, Mass.",
Clemson,Jahiem Lawson,DE,Redshirt Fr.,"Central, S.C.",
Clemson,Myles Oliver,CB,Redshirt Fr.,"Villa Rica, Ga.",
Clemson,Colby Shaw,QB,Fr.,"Duncan, S.C.",
Clemson,Christopher Vizzina,QB,Fr.,"Birmingham, Ala.",
Clemson,Wade Woodaz,LB,So.,"Tampa, Fla.",
Clemson,Hunter Helms,QB,Redshirt Jr. (Graduate),"West Columbia, S.C.",
Clemson,Kylon Griffin,S,Redshirt Fr.,"Montgomery, Ala.",
Clemson,DeMonte Capehart,DT,Redshirt Jr.,"Hartsville, S.C.",
Clemson,Keith Adams Jr.,RB,Redshirt Fr.,"St. George, Utah",
Clemson,Avieon Terrell,CB,Fr.,"Atlanta, Ga.",
Clemson,Domonique Thomas,RB,Redshirt Jr.,"Ohatchee, Ala.",
Clemson,Jarvis Green,RB,Fr.,"Irmo, S.C.",
Clemson,Kobe McCloud,LB,Redshirt Fr.,"Tampa, Fla.",
Clemson,Dee Crayton,LB,Fr.,"Alpharetta, Ga.",
Clemson,Cole Turner,WR,Redshirt Fr.,"Vestavia Hills, Ala.",
Clemson,Toriano Pride Jr.,CB,So.,"St. Louis, Mo.",
Clemson,Peyton Streko,RB,Fr.,"Cumming, Ga.",
Clemson,Tyler Venables,S,Sr.,"Clemson, S.C.",
Clemson,Hamp Greene,WR,Redshirt Sr. (Graduate),"Birmingham, Ala.",
Clemson,Blackmon Huckabee Jr.,WR,Redshirt Jr.,"Clover, S.C.",
Clemson,Jalyn Phillips,S,Sr. (Graduate),"Lawrenceville, Ga.",
Clemson,Jay Haynes,RB,Fr.,"Roanoke, Ala.",
Clemson,Misun Kelley,WR/DB,Fr.,"Central, S.C.",
Clemson,Branden Strozier,CB,Fr.,"Lovejoy, Ga.",
Clemson,Davian Sullivan,WR,Redshirt Sr.,"Woodruff, S.C.",
Clemson,Kylen Webb,S,Fr.,"Tampa, Fla.",
Clemson,Rob Billings,S,Fr.,"Marietta, Ga.",
Clemson,Tristen Rigby,RB,Redshirt So.,"St. Gabriel, La.",
Clemson,Wise Segars Jr.,RB,Redshirt So.,"Sumter, S.C.",
Clemson,Jamal Anderson,LB,Fr.,"Buford, Ga.",
Clemson,Ruke Orhorhoro,DT,Redshirt Sr. (Graduate),"Lagos, Nigeria",
Clemson,Griffin Batt,LB,Redshirt Fr.,"Clemson, S.C.",
